date,meeting,motion_number,measure_type,measure_number,short_title,movant,motion_description,required_threshold,description,discussion,friendly,roll_call,Yvette Alexander,Marion Barry,Anita Bonds,Muriel Bowser,David Catania,Mary Cheh,Jack Evans,Jim Graham,David Grosso,Kenyan McDuffie,Phil Mendelson,Vincent Orange,Tommy Wells,passed
2013-07-10,Legislative Meeting,74,Resolution,,Contract Number DCHBX-2013-C-0001 Approval Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,Main Motion on Contract Number DCHBX-2013-C-0001 Approval Emergency Declaration Resolution of 2013,["Yvette Alexander"],FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,75,Resolution,,Contract Number DCHBX-2013-C-0001 Approval Emergency Resolution of 2013,Yvette Alexander,Main,7,Main Motion on Contract Number DCHBX-2013-C-0001 Approval Emergency Resolution of 2013,["Yvette Alexander"],FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,76,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Marion Barry,Take from Table,7,Take B20-134 from the Table,["Marion Barry"],FALSE,TRUE,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,TRUE
2013-07-10,Legislative Meeting,77,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Mary Cheh,Amend,7,Cheh amendment,["Mary Cheh"; "Marion Barry"; "Jim Graham"; "Phil Mendelson"; "Tommy Wells"; "David Catania"; "Tommy Wells"; "Jack Evans"; "Vincent Orange"],FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,78,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Jack Evans,Close Debate,9,Close Debate on Cheh Amendment,["Jack Evans"],FALSE,FALSE,,,,,,,,,,,,,,TRUE
2013-07-10,Legislative Meeting,79,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Tommy Wells,Main,7,Main Motion on Elected Attorney General Implementation and Legal Services Amendment Act of 2013,["Tommy Wells"; "Jack Evans"; "David Grosso"; "Mary Cheh"; "David Catania"; "David Grosso"; "Jack Evans"; "Tommy Wells"; "Marion Barry"; "Vincent Orange"; "Phil Mendelson"],FALSE,TRUE,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,TRUE
2013-07-10,Legislative Meeting,80,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Jack Evans,Close Debate,,Close Debate on B20-134,["Jack Evans"],FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,TRUE
2013-09-17,Legislative Meeting,1,Bill,20-403,Capitol Hill Business Improvement District Temporary Amendment Act of 2013,Tommy Wells,Table,7,,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,2,Bill,20-385,Spring Place Real Property Limited Tax Abatement Assistance Temporary Act of 2013,Muriel Bowser,Table,7,,["Muriel Bowser"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,3,Resolution,,District Tax Sale Emergency Declaration Resolution of 2013,Jack Evans,Main,9,,["Jack Evans";"Jim Graham";"Vincent Orange";"Marion Barry";"Tommy Wells";"Muriel Bowser"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,4,Bill,,District Tax Sale Emergency Act of 2013,Jack Evans,Main,7,,["Jack Evans"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,P,TRUE
2013-09-17,Legislative Meeting,5,Resolution,,Sense of the Council in Support of the Fair Minimum Wage Act Emergency Declaration Resolution of 2013,Vincent Orange,Main,9,,["Vincent Orange";"Anita Bonds";"Marion Barry"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,6,Bill,,Sense of the Council in Support of the Fair Minimum Wage Act Emergency  Resolution of 2013,Vincent Orange,Main,7,,["Vincent Orange"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,7,Resolution,,Fiscal Year 2014 Budget Support Technical Clarification Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,,["Phil Mendelson";"Jim Graham"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,8,Bill,,Fiscal Year 2014 Budget Support Technical Clarification Emergency Act of 2013,Phil Mendelson,Main,7,,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,9,Resolution,,Tax Lien Compensation and Relief Reporting Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,,["Mary Cheh";"Marion Barry";"Tommy Wells";"Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,10,Bill,,Tax Lien Compensation and Relief Reporting Emergency Act of 2013,Mary Cheh,Main,7,,["Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,11,Resolution,,Livery Class Regulation and Ride-Sharing Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,,["Mary Cheh";"Jim Graham";"Vincent Orange";"Muriel Bowser";"Tommy Wells";"Vincent Orange";"Mary Cheh";"David Grosso";"Marion Barry"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,12,Resolution,,Livery Class Regulation and Ride-Sharing Emergency Declaration Resolution of 2013,Kenyan McDuffie,Close Debate,9,,["Kenyan McDuffie"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,13,Bill,,Livery Class Regulation and Ride-Sharing Emergency Act of 2013,Mary Cheh,Main,7,,["Mary Cheh";"Vincent Orange";"Mary Cheh"],N,N,Y,P,Y,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,TRUE
2013-09-17,Legislative Meeting,14,Resolution,,Living Wage Tax Credit Emergency Declaration Resolution of 2013,Vincent Orange,Main,9,,["Vincent Orange"],,,,,,,,,,,,,,,,WITHDRAWN
2013-09-17,Legislative Meeting,15,Resolution,,Automated Traffic Enforcement Emergency Declaration Resolution of 2013,Vincent Orange,Main,9,,["Vincent Orange";"Mary Cheh";"Marion Barry";"Yvette Alexander";"Tommy Wells";"David Grosso";"Jack Evans";"Muriel Bowser";"Jim Graham";"Phil Mendelson";"Vincent Orange"],N,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,FALSE
2013-09-17,Legislative Meeting,16,Resolution,,Automated Traffic Enforcement Emergency Declaration Resolution of 2013,Jack Evans,Close Debate,9,,["Jack Evans"],Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,TRUE
2013-09-17,Legislative Meeting,17,Resolution,,Board of Ethics and Government Accountability Establishment and Comprehensive Ethics Reform Emergency Declaration Resolution of 2013,Muriel Bowser,Main,9,,["Muriel Bowser";"Jim Graham";"Kenyan McDuffie";"Jim Graham";"Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,18,Bill,,Board of Ethics and Government Accountability Establishment and Comprehensive Ethics Reform Emergency Act of 2013,Muriel Bowser,Main,7,,["Muriel Bowser"],N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,19,Resolution,,Visitor Parking Pass Preservation Emergency Declaration Resolution of 2013,Muriel Bowser,Main,9,,["Muriel Bowser";"Mary Cheh";"Tommy Wells";"Jack Evans";"Jim Graham"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,20,Bill,,Visitor Parking Pass Preservation Emergency Act of 2013,Muriel Bowser,Main,7,Main motion with oral amendments,["Muriel Bowser";"Phil Mendelson";"Muriel Bowser";"Jack Evans";"Jim Graham"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,21,Resolution,,Washington Parks and People Equitable Real Property Tax Relief Emergency Declaration Resolution of 2013,Jim Graham,Main,9,,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-09-17,Legislative Meeting,22,Resolution,,Jubilee Housing Conversion Fee Exemption Emergency Declaration Resolution of 2013,Jim Graham,Main,9,,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-09-17,Legislative Meeting,23,Resolution,20-346,Contract No. DCHT-2013-C-0034 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,,["Yvette Alexander"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,24,Bill,20-349,Contract No. DCHT-2013-C-0034 Approval and Payment Authorization Emergency Act of 2013,Yvette Alexander,Main,7,,["Yvette Alexander"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,25,Resolution,20-370,Orders to Human Care Agreement DCHC-2011-H-0002 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,,["Yvette Alexander";"Marion Barry"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,26,Bill,20-350,Orders to Human Care Agreement DCHC-2011-H-0002 Approval and Payment Authorization Emergency Act of 2013,Yvette Alexander,Main,7,,["Yvette Alexander"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,27,Resolution,20-366,Contract No. DCFL-2006-D-0011 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,28,Bill,20-376,Contract No. DCFL-2006-D-0011 Modifications Approval and Payment Authorization Emergency Act of 2013,Tommy Wells,Main,7,,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,29,Resolution,20-402,Contract No. DCFA-2009-C-2292 Modification No. M005 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,30,Bill,20-423,Contract No. DCFA-2009-C-2292 Modification No. M005 Approval and Payment Authorization Emergency Act of 2013,Tommy Wells,Main,7,,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,31,Resolution,20-343,Change Order No. 004 to Contract No. GM-11-M-0912-FM Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,,["Kenyan McDuffie"],N,N,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,32,Bill,20-342,Change Order No. 004 to Contract No. GM-11-M-0912-FM Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,,["Kenyan McDuffie"],N,N,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,33,Resolution,,Modification to Delivery Order  No. DCAM-2010-T-04007 Under Federal Contract No. SP0600-10-D-4007 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,,["Kenyan McDuffie"],,,,,,,,,,,,,,,,POSTPONED TO OCTOBER 1
2013-09-17,Legislative Meeting,34,Resolution,,Modification to Delivery Order  No. DCAM-2010-T-04007 Under Federal Contract No. SP0600-10-D-4007 Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Postpone to a Time Certain,7,,["Kenyan McDuffie"],,,,,,,,,,,,,,,,TRUE
2013-09-17,Legislative Meeting,35,Resolution,,Contract No. CW18963 Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,36,Resolution,,Contract No. CW18963 Emergency Approval Resolution of 2013,Phil Mendelson,Main,7,,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,37,Resolution,,The Endocrine Society Revenue Bonds Project Emergency Declaration Resolution of 2013,Jack Evans,Main,9,,["Jack Evans"],,,,,,,,,,,,,,,,WITHDRAWN
2013-09-17,Legislative Meeting,38,Resolution,,Income Tax Secured Bond Authorization Amendment Emergency Declaration Resolution of 2013,Jack Evans,Main,9,,["Jack Evans"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,39,Bill,,Income Tax Secured Bond Authorization Amendment Emergency Act of 2013,Jack Evans,Main,7,,["Jack Evans"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,40,Resolution,,Modifications 001 and 002 to Contract No. CW15543 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,,["Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,41,Bill,,Modifications 001 and 002 to Contract No. CW15543 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main,7,,["Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,42,Resolution,,Modification No. 1 to Contract No. DCKA-2013-C-0137 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,,["Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,43,Bill,,Modification No. 1 to Contract No. DCKA-2013-C-0137 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main,7,,["Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,44,Resolution,20-371,Contract No. CW17400 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Muriel Bowser,Main,9,,["Muriel Bowser"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,45,Bill,20-380,Contract No. CW17400 Approval and Payment Authorization Emergency Act of 2013,Muriel Bowser,Main,7,,["Muriel Bowser"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-09-17,Legislative Meeting,46,Bill,20-62,Large Retailer Accountability Act of 2013,Phil Mendelson,Override Veto,9,,["Phil Mendelson";"Vincent Orange";"Tommy Wells";"David Catania";"Mary Cheh";"Jim Graham";"Tommy Wells";"Marion Barry";"Muriel Bowser";"Phil Mendelson";"Vincent Orange"],N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,FALSE
2013-09-17,Legislative Meeting,47,Resolution,,Consideration of Recommendations of the Ad Hoc Committee in re Barry,Kenyan McDuffie,Main,9,Main Motion on Censure Resolution,["Kenyan McDuffie";"Marion Barry";"Vincent Orange"],N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,TRUE
2013-09-17,Legislative Meeting,48,Resolution,,Consideration of Recommendations of the Ad Hoc Committee in re Barry,Vincent Orange,Amend,7,"Strike Page 8, Lines 16-18 [Section 7(b)]",["Vincent Orange";"Kenyan McDuffie";"Jack Evans";"Vincent Orange";"Mary Cheh";"Tommy Wells";"Marion Barry";"Jim Graham"],N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,FALSE
2013-09-17,Legislative Meeting,49,Resolution,,Consideration of Recommendations of the Ad Hoc Committee in re Barry,Jack Evans,Amend,7,"Strike Page 8, Line 13, strike \'censures\' and inserts \'reprimands\'",["Jack Evans";"Kenyan McDuffie";"Vincent Orange";"Phil Mendelson";"David Grosso";"Mary Cheh";"Marion Barry"],N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,FALSE
2013-10-01,Legislative Meeting,1,Bill,20-57,Community Renewables Energy Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,2,Bill,20-57,Community Renewables Energy Act of 2013,Kenyan McDuffie,Amend,7,Amendment Number 001,["Kenyan McDuffie"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,3,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Tommy Wells,Main,7,Main Motion,["Tommy Wells";"Phil Mendelson";"Tommy Wells";"David Catania";"Phil Mendelson";"Vincent Orange"],N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,TRUE
2013-10-01,Legislative Meeting,4,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Tommy Wells,Amend,7,"Amendment Number 002 (\'Election Year for AG\')",["Tommy Wells";"Mary Cheh";"David Catania";"Jack Evans";"Vincent Orange";"Tommy Wells";"David Catania";"Jim Graham";"David Grosso"],N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,FALSE
2013-10-01,Legislative Meeting,5,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Mary Cheh,Amend,7,Amendment Number 003 (Amendment to Wells amendment),["Mary Cheh";"Tommy Wells";"Vincent Orange";"David Grosso";"Mary Cheh";"Vincent Orange";"Marion Barry";"Mary Cheh";"Muriel Bowser"],N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,FALSE
2013-10-01,Legislative Meeting,6,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Jim Graham,Close Debate,9,Motion to Close Debate on Amendment 002,["Jim Graham"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,TRUE
2013-10-01,Legislative Meeting,7,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Tommy Wells,Amend,7,"Amendment Number 004 ("Agency Counsel")",["Tommy Wells";"Jack Evans";"Muriel Bowser";"Phil Mendelson";"David Grosso"],N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,FALSE
2013-10-01,Legislative Meeting,8,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Tommy Wells,Amend,7,"Amendment Number 005 ("Legal Counsel to supervise Agency Counsel")",["Tommy Wells";"Jack Evans";"Tommy Wells";"Phil Mendelson"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,9,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Phil Mendelson,Amend,7,"Amendment Number 006 ("Hatch Act")",["Phil Mendelson";"Muriel Bowser";"Kenyan McDuffie";"David Catania";"Mary Cheh";"Vincent Orange";"Yvette Alexander";"Marion Barry";"Phil Mendelson"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,10,Bill,20-134,Elected Attorney General Implementation and Legal Services Amendment Act of 2013,Vincent Orange,Close Debate,9,Close Debate on Amendment 006,["Vincent Orange"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,TRUE
2013-10-01,Legislative Meeting,11,Bill,20-275,Drivers Safety Amendment Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh"],,,,,,,,,,,,,,,,POSTPONED
2013-10-01,Legislative Meeting,12,Bill,20-275,Drivers Safety Amendment Act of 2013,Mary Cheh,Postpone to a Time Certain,7,Postpone to 10-15-2013,["Mary Cheh";"Jim Graham"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,13,Bill,20-95,Smoking Restriction Amendment Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh";"Phil Mendelson"],N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,14,Bill,20-95,Smoking Restriction Amendment Act of 2013,Mary Cheh,Amend,7,Amendment Number 007,["Mary Cheh"],Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,15,Bill,20-95,Smoking Restriction Amendment Act of 2013,Phil Mendelson,Amend,7,Amendment Number 008,["Phil Mendelson";"David Grosso"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,16,Bill,20-168,Cottage Food Amendment Act of 2013,Yvette Alexander,Main,7,Main Motion,["Yvette Alexander";"Mary Cheh"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,17,Bill,20-168,Cottage Food Amendment Act of 2013,Yvette Alexander,Amend,7,Amendment Number 009,["Yvette Alexander"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,18,Resolution,20-459,"Sense of the Council of the District of Columbia on the September 16, 2013 Navy Yard Tragedy Resolution of 2013",Phil Mendelson,Main,7,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,19,Resolution,,Council Period 20 Rules Reorganization Resolution of 2013,Phil Mendelson,Main,7,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,TRUE
2013-10-01,Legislative Meeting,20,Resolution,,"University of the District of Columbia Career, Educational, and Legal Service Non-Collective Bargaining Unit Employees Compensation System Changes Emergency Declaration Resolution of 2013",Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,21,Resolution,,"University of the District of Columbia Career, Educational, and Legal Service Non-Collective Bargaining Unit Employees Compensation System Changes Approval Resolution of 2013",Phil Mendelson,Main,7,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,22,Resolution,,Government Employee Engagement in Political Activity Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,23,Resolution,,Federal Shutdown Response Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,24,Bill,,Federal Shutdown Response Emergency Act of 2013,Phil Mendelson,Main,7,Main Motion,["Phil Mendelson";"Marion Barry";"Vincent Orange";"Yvette Alexander";"Anita Bonds"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,25,Resolution,,Extension of Time to Dispose of the Strand Theater Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,Main Motion,["Yvette Alexander";"Muriel Bowser"],N,N,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,26,Bill,,Extension of Time to Dispose of the Strand Theater Emergency Declaration Resolution of 2013,Yvette Alexander,Main,7,Main Motion,["Yvette Alexander"],N,N,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,27,Resolution,,Personal Property Robbery Prevention Second Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,28,Bill,,Personal Property Robbery Prevention Second Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion,["Tommy Wells"],N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,29,Resolution,,Election Code Conforming Second Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion,["Tommy Wells"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,30,Resolution,,Critical Infrastructure Freedom of Information Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,31,Resolution,,"Proposed Contract with Arbor E&T, LLC., Emergency Disapproval Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,32,Resolution,,"Proposed Contract with TEAM, LLC., Emergency Disapproval Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,33,Resolution,,"Proposed Contract with Maximus Human Services, Inc., Emergency Disapproval Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,34,Resolution,,Parking Relief from Multiple Construction Projects Emergency Declaration Resolution of 2013,Jim Graham,Main,9,Main Motion,["Jim Graham"],,,,,,,,,,,,,,,,RULED OUT OF ORDER
2013-10-01,Legislative Meeting,35,Resolution,,Primary Election Date Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion,["Phil Mendelson";"Mary Cheh";"Jack Evans";"Tommy Wells"],N,Y,Y,A,N,N,N,N,N,N,Y,Y,Y,N,Y,FALSE
2013-10-01,Legislative Meeting,36,Resolution,,D.C. CAS Accurate Reporting Emergency Declaration Resolution of 2013,David Catania,Main,9,Main Motion,["David Catania"],,,,,,,,,,,,,,,,WITHDRAWN
2013-10-01,Legislative Meeting,37,Resolution,20-408,Modification to Delivery Order No. DCAM-2010-T-4007 Under Federal Contract No. SP0600-10-D-4007 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,38,Bill,20-427,Modification to Delivery Order No. DCAM-2010-T-4007 Under Federal Contract No. SP0600-10-D-4007 Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
